Customer ID,Interested in sustainable range,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
6757,1,F,55-64,4,14.8,4.3,15,18.7,6.1,10.4,12.9,0.4,3.1,31.1,41.8,12.2,26.5,3.6,2.1,2.4,46.6,44.7,29.9,54.7,11.1,7.5,27.5,32.3,60.6,89.2,66.3,55.5,31.7,21.9,11.4,19.4,49.7,19.1,35.2,16.5,13.7,1.1,1,12.4,14.9,44.5,5.3,72.9,14.2,10.9,1.9
6887,1,F,35-44,27.2,14.6,12.3,5.2,35,0,8.7,28.1,1.7,2.8,13.5,34.5,48.2,15.3,3.6,1.6,7.6,38.5,60.9,58.1,67.9,25.7,36.7,53.9,45.2,73.1,75.6,58.1,42.5,30.7,23.5,17.2,21.4,62.2,33.7,40.9,28.6,16.9,4.4,7.3,18.8,15.9,49.2,0.5,19.5,26.1,39.4,15.1
7216,1,O,65-74,0.8,3.2,2.5,2.3,6.7,79.5,2.2,1.4,0.8,0,22.6,40.4,28.1,29.7,4.9,0.8,2.4,50.1,41.6,18.2,56.8,4,1.2,17,16.3,54.9,91.1,76.3,59.5,25,18.7,13.3,13.9,37.9,10.7,28.7,13.7,12.9,0.9,0.6,12,1,45.3,5.6,96,2.5,1.4,0.2
7338,0,F,18-24,9.39,5.72,8.48,4.79,27.06,5.4,5.15,24.88,5.92,3.82,19.35,47.07,28.26,13.7,3.41,0.9,3.75,46.65,49.82,43.07,63.24,15.92,25.65,45.43,32.03,65.13,83.02,65.35,48,35.57,23.73,10.26,14.43,53.67,32.68,34.71,24.12,12.99,2.39,6.2,9.71,4.9,43.76,1.47,58.38,16.12,19.08,6.42
7507,1,F,55-64,2.7,5.5,2.1,4.7,14.1,3.1,15.6,11.6,0.4,2.8,39,34.1,11,20.3,4.4,1.8,2.1,53,43.4,29.2,60.5,6.2,6.3,26.6,26.5,64.3,90,72.6,62.4,35.6,24.2,12,15.2,51.3,13.7,30.7,16.8,11.3,1.1,2.8,7.8,3.5,41.2,2.1,20.6,29.4,39.3,10.6
7616,0,O,65-74,3.61,9.7,7,5.87,20.5,11.15,7.67,3.12,3.99,0.97,17.99,38.05,40.42,27.03,6.96,2.11,4.28,35.69,60.75,37.74,68.29,9.67,8.75,27.14,27.1,62.85,85.03,74.89,54.53,19.34,17.6,19.45,16.22,55.86,17.86,34.96,18.86,15.13,3.54,2.17,19.42,4.75,53.93,1.83,80.29,8.14,10.24,1.33
7667,0,F,45-54,4.64,4.84,3.51,5.06,16.31,4.11,10.98,7.68,2.32,1.43,29.06,39.74,19.35,22.69,5.92,2.87,2.11,52.47,40.54,33.99,66.35,7.82,9.34,24.23,29.2,54.66,85.18,64.44,50.21,25.45,18.15,15.81,15.92,54.39,18.67,34.29,16.47,11.29,1.75,3.72,13.87,2.8,50.01,2.28,49.61,17.07,22.7,10.61
7838,1,F,25-34,31.3,15.2,3.3,8.6,33.2,0,24,12.2,4.7,3,21.6,36.4,32.9,13.9,6.8,6.8,4,59.8,38.2,68.9,82.4,21,58.7,41.4,49.5,73.1,73.2,45.7,35.4,25.5,17.9,17,22.6,70.1,36.7,47.2,23.4,14.1,4.6,10.2,25,16.8,64,1.2,37.6,26,25.5,10.9
7863,0,O,55-64,2.02,3.99,2.91,5.45,13.58,30.28,8.27,6.31,0.79,0.7,29.38,36.58,20.32,24.05,5.11,1.89,2.57,50.49,40.22,24.57,59.14,4.06,4.13,18.96,24.21,57.83,88.7,67.14,55.3,23.42,16.4,11.24,14.71,46.63,13.89,30.24,15.39,10.31,2.88,1.85,11.47,2.21,42.08,2.25,75.8,13.62,8.75,1.83
7930,0,M,55-64,2.31,4.83,4.52,8.61,22.57,7.18,15.02,11.05,0.37,1.5,33.11,39.59,17.65,26.45,7.66,1.57,2.89,42.72,52.69,29.33,61.65,6.42,5.15,21.26,25.34,62.05,90.01,71.29,60.01,30.8,23.06,12.8,14.53,49.61,13.74,30.98,17.18,11.56,1.32,2.61,11.81,2.17,46.18,3.38,76.51,12.83,9.16,1.51
8107,0,F,55-64,2.29,4.47,4.52,7.34,17.31,5.03,15.25,14.94,0.36,1.87,35.23,39.18,12.62,26.43,6.79,1.34,2.2,48,46.2,28.81,61.4,5.77,5.16,22.78,25.9,61.31,89.02,75.64,62.01,29.82,23.01,11.86,15.43,50.76,13.74,30.53,16.44,10.62,1.1,2.72,9.72,1.9,45.32,3.43,68.12,19.15,10.95,1.77
8121,0,O,75+,4.93,7.2,6.7,2.55,19.45,23.09,3.34,12.35,12.56,10.38,15.22,36.03,42.51,17.69,4.36,1.35,3.58,36.64,37.51,27.16,45.78,7.99,7.6,38.96,24.21,49.27,74.72,47.59,42.6,11.77,12.86,12.42,18.59,49.34,21.14,32.13,19.32,8.76,2.98,2.99,13.62,5.4,40.74,2.48,92.81,4.09,2.27,0.83
8344,0,M,25-34,26.18,13.82,2.52,8.95,19.91,0.01,24.23,11.35,12.35,2.88,21.84,52.9,17.94,12.7,5.33,4.74,3.59,46.06,52.47,67.57,80.94,16.03,64.99,47.69,45.84,70.48,73.06,56.83,39.91,24.8,17.84,14.84,21.36,72.44,31.13,45.86,21.07,13.21,6.29,8.71,18.53,15.7,61.59,0.84,27.57,30.87,30.52,11.04
8353,1,O,55-64,3.8,4.4,6.2,5.2,20.9,10.5,7,37.6,0.5,6.3,27.1,40.4,17.8,20.7,3,0.9,2.7,49.4,41.5,27.7,48.7,8.1,6,27.4,27.4,60.7,84.4,59.8,48.1,31.3,21.9,7.5,19.3,47.5,17.2,28.4,21,10.6,0.7,4.7,10.5,2.6,31.9,3.7,48.1,24.3,21.4,6.2
8383,1,O,35-44,15.7,12.4,6.2,12.8,32.3,0,20,14.6,1.4,1.9,21.6,41.8,30.4,20.1,7.5,5,3.7,50.8,48,60.9,82.6,13.4,30.4,35.7,45.1,68.3,79.4,58.9,45.4,33.4,27,14.8,18.8,67.7,28.1,40.4,22.1,11.3,2.1,12,23.7,11.9,60.9,0.9,23.6,30.8,34.4,11.2
8488,0,M,45-54,14.96,33.41,6.47,10.75,27.87,0.08,18.95,8.25,1.27,4.58,16.67,25.94,52.05,23.24,9,11.11,2.42,63.06,35.38,51.94,66.84,21.96,26.6,36.77,44.33,68.22,73.26,39.22,39.91,18.93,14.24,24.38,25.49,55.38,27.67,41.89,17.18,13.72,4.76,5.88,38.34,35.98,61.11,0.51,24.79,23.56,35.82,15.83
8492,1,M,45-54,5.7,8.3,8.8,14.1,35.5,0.1,15,13.9,0.1,1.7,28.7,42.1,24.5,23.6,7.6,3.2,2.4,58.2,38.7,45.3,68.5,10.2,13.5,30.9,32.8,66.8,84.4,73.3,55.6,33.4,26.7,15.4,15.2,56.9,18.4,34.1,18.7,15.1,1.7,7,19.1,4,56.5,2.4,33,27.6,31.3,8.1
8600,0,M,65-74,4.3,7.13,10.27,2.87,20.22,41.2,2.56,12.01,5.2,1.02,15.69,39.77,39.48,22.37,2.73,0.78,3.91,33.82,62.48,34.67,57.1,15.71,6.63,33.94,24.32,62.13,83.05,61.2,45.79,24.45,17.57,13.23,20.03,47,19.25,33.43,21.47,15.03,3.64,2.48,15.08,5.43,39,1.92,74.61,9.2,13.77,2.42
8654,1,O,35-44,20.7,7.9,3,3.7,18.7,0,16.9,44.7,1.2,4.7,21.2,43.6,19.4,13,4.2,2.1,4.5,45.9,50.7,54.5,71.3,22.1,37.2,53.9,47.5,67.5,70.9,45.4,37.7,37.3,25.5,14.3,19.4,65.4,35.6,37.6,26.8,11.9,3.1,8.8,9.5,10.1,47.2,1.8,28.3,27.8,30.1,13.9
8763,0,M,55-64,5.22,8.47,3.05,3.67,12.58,2.29,14.61,5.9,0.95,3.36,31.38,30.36,20.44,23.6,7.67,3.19,1.33,60.89,26.57,26.71,52.8,9.64,8.22,24.89,33.27,51.14,83.65,66.21,53.94,26.5,20.36,18.38,18.61,49.85,20.24,35.06,15.99,10.87,1.35,2.47,15.01,3.25,48.1,3.19,17.51,27.06,32.72,22.71
8950,1,F,25-34,28.4,17.8,5,10.6,34.3,0,19.3,7.7,8,1.8,12.1,35.8,49.2,19.6,9.4,5.4,5.1,46.3,52.9,69.7,82.5,19.7,52.6,44.6,46.6,73.7,69.4,50.4,35.4,22.8,21.4,19.8,21.4,70.9,33.7,49.6,25.3,11.1,9,12.2,28.6,15.7,70,0.6,35.7,23.1,31.8,9.3
8956,0,M,75+,0.67,2.01,0.18,0.31,0.67,89.01,0.71,0.32,0.86,0.03,29.76,26.16,7.75,21.66,3.19,0.87,0.86,46.39,16.55,12.27,39.12,1.85,1.09,11.93,13.64,38.22,87.9,55.59,49.3,14.8,8.32,7.78,14.91,37.68,11.85,28.15,6.62,4.63,0.83,0.14,6.15,2.2,28.47,4.35,97.23,1.23,1.13,0.42
9033,0,M,65-74,0.81,3.12,1.22,2,3.52,84.76,2.47,2.04,0.53,0.04,29.52,38.51,14.87,30.7,4.17,1.07,2.11,47.28,45.04,13.48,57.81,2.82,1.19,14.59,17.03,52.08,88.43,71.69,58.41,17.87,13.8,10.59,14.85,44.47,11.85,25.31,13.35,9.7,0.7,0.37,13.04,1.02,41.76,3.88,96.51,2.16,1.22,0.11
9247,0,M,35-44,10.72,8.48,7.51,3.91,23.11,2.49,8.3,27.66,4.7,7.17,25.17,43.28,23.43,14.39,2.96,0.99,5.23,34.6,64.36,46.05,62.76,19.22,20.14,48.95,32.33,64.75,80.6,66.58,50.13,34.06,20.75,11.69,17.19,56.33,23.55,34.17,22.16,13.92,4.33,4.86,9.26,8.69,42.23,0.46,38.17,27.13,28.35,6.35
9261,1,F,45-54,4.9,10.2,14.8,11.6,47.1,0.2,8.3,4.7,0.3,0.9,12.6,33.7,52.8,27.9,10.1,3.3,3.9,38.5,60.5,46,69.1,12.3,13,33.2,31.1,69.2,87.5,81.2,57.8,32.8,27.8,27,13.1,57.1,16.7,35,22.9,20.4,3.6,4.9,23.9,3.8,62.7,0.8,37.1,22.7,34.4,5.7
9263,0,M,25-34,35.44,23.46,4.87,9.84,30.92,0,20.57,13.51,6.74,2.73,18.28,36.45,38.19,17.86,6.64,7.19,6.25,50.19,48.3,65.86,82.32,19.49,56.03,48.48,50.38,67.97,55.54,49.27,32.1,17.83,14.03,19.17,23.87,69.44,37.67,47.67,22.97,14.63,7.89,9.66,28.18,19.05,68.04,0.97,48.16,26.92,17.09,7.82
9377,0,O,25-34,56.86,33.03,16.31,5.72,50.01,0.01,6.69,12.03,4.7,2.28,4.65,19.89,74.08,17.93,7.19,5,7.53,43.23,56.28,71.23,74.96,58.7,61.67,58.06,56.39,72.75,44.1,29.29,19.4,14.07,13.11,27.04,29.47,63.15,49.57,56.07,35.91,19.34,23.61,12.83,44.98,24.92,63.73,0.37,46.48,20.18,25.21,8.12
9455,1,F,45-54,6.7,11.4,11.9,12.4,46.1,0.2,9,7.1,0.3,1.1,15.3,34.5,49,22.2,7.5,3.1,4.6,40.9,58.4,45.7,68.7,10.9,16.2,37.5,33.6,71.5,87.2,79.4,60.2,34.9,26.9,19.8,13.7,55.9,16.7,35.7,22.7,20.5,3.2,4.9,20.7,5.8,58.8,0.5,35.3,27.9,31.4,5.4
9522,1,F,45-54,4.8,9.5,10.1,12.6,40,0.2,13.6,10.7,0.2,1.4,23,40,34.7,26.8,9,3.2,3.5,31.7,66.4,45.8,68.9,12.3,13,31.5,31,67,86.9,70.1,57.2,30.7,25.9,20.1,15.8,59.8,18.4,35,21.4,17.7,2.4,4.5,21.5,4.9,57.5,1.5,52.9,19.3,23.6,4.2
9819,0,O,45-54,3.58,8.24,6.65,6.79,23.89,6.41,7.56,4.77,3.26,1,17.83,37.44,40.71,26.59,8.41,3.11,3.05,44.22,52.41,37.8,67.75,10.32,8.43,25.05,26.53,62.89,81.57,65.37,50.84,20.31,16.72,17.7,14.94,54.26,17.87,35.2,19.5,13.26,4.9,2.83,21.85,3.44,53.45,1.54,67.82,13.5,15.66,3.02
9891,1,F,55-64,2.3,5.5,6.7,8,27.3,9.9,10.7,8.3,0.8,1,21.2,37.8,36.2,28,8.5,1.4,3,31.9,65.9,29.5,61.5,6.8,6.3,22.7,24.9,64.4,89.8,77.3,60.7,30.7,20.9,15.4,14.7,49.1,12.4,29.9,17.9,15,2.1,1.9,15.5,1.9,51,1.4,48,21.5,26.7,3.8
9994,1,M,35-44,24.7,14.4,3.8,6.1,29.2,0,24.3,13.4,1.7,3.8,28.5,35.9,25.2,13.4,6.3,5,3.8,57.8,40.8,56.1,77.3,16.6,41.4,43.7,48.1,65.8,79.2,56.8,47.4,35.4,25.1,20.5,18.7,65.1,32.4,41.2,20.9,13.9,3.1,9.5,17.6,15.1,58.6,0.6,7.9,16.2,38.9,37
10006,1,F,45-54,9.8,22,12.1,12.4,39.7,0.1,12.5,5.4,0.3,2.4,15.4,28.8,53.1,26.3,11.7,10,2.4,60.5,37.6,47,62.5,19.1,18.7,27.9,40.3,66.8,72.1,54.8,43.7,21.4,19.5,21.9,18.5,52.9,25.1,40.5,21.2,16.4,3.4,6.9,46.9,8.3,59.6,1.1,37.5,21.6,32.3,8.6
10289,1,M,35-44,16.7,16.3,11.2,12.6,46.6,0,10.1,7.8,2.3,0.7,9.7,34.6,54.2,17.6,9.9,5.3,6.5,35.4,64.2,60,76.9,15.7,35.8,45.2,46,71.9,79.2,67.9,48.9,35.1,25.6,18.9,16.5,63.8,30.1,41.1,25.4,20.4,4.8,8,23.3,12.2,63.9,0.3,21.3,25.9,41.3,11.5
10310,0,O,55-64,2.64,5.43,5.3,11.07,25.56,5.99,11.46,13.22,0.46,1.84,24.69,38.84,28.38,28.31,5.92,1.97,3.56,42.64,51.38,28.42,59.06,5.29,6.34,19.62,27.33,63.17,88.24,70.7,54.32,26.91,20.41,11.75,16.64,48.3,13.74,30.05,18.23,12.53,1.14,3.17,16.93,2.27,46.04,2.76,82.84,10.32,6.08,0.76
10334,0,F,45-54,5.73,7.12,9.42,14.14,40.95,0.09,14.9,8.92,0.15,1.43,22.64,40.65,34.2,23.86,9.08,3.27,2.6,48.78,49.36,43.68,69.97,8.4,13.26,30.16,33.12,66.9,86.38,76.7,54.47,31.77,27.09,21.32,14.86,60.32,16.92,32.2,21.32,16.42,2.2,8.75,20.5,3.15,60.88,1.26,35.05,23.54,31.94,9.47
10352,0,M,18-24,7.08,18.72,6.24,8.72,31.87,0.64,12.66,7.05,3.03,1.12,21.82,41.91,33.27,19.25,6,3.35,3.36,39.59,57.84,48.19,73.11,12.83,19.14,43.12,32.45,68.07,79.12,67.37,53.75,32.94,23.01,18.25,16.19,61.51,19.87,38.64,21.41,17.31,4.59,5.69,16.81,13.69,56.18,1.41,55.21,16.97,20.82,7
10406,0,M,55-64,3.06,6.65,6.75,1.97,15.55,27.78,3.76,19.47,2.32,12.44,25.88,40.34,23.79,19.52,3.98,1.13,2.42,50.64,35.55,26.08,46.73,7.05,4.75,37.78,24.8,54.97,79.28,64.02,55.73,20.22,21.28,8.54,18.37,49.64,17.19,27.31,20.6,7.35,1,4.16,9.37,3.8,36.98,2.96,91.94,4.95,2.34,0.77
10449,0,M,75+,1.68,5.91,1.67,3.46,8,27.89,5.19,1.91,4.91,2.28,24.77,34.57,30.88,27.16,7.86,2.63,2.54,28.78,28.43,14.69,42.71,2.58,3.31,20.04,16.62,36.98,80.36,51.55,44.01,7.57,9.44,17.02,16.34,50.91,15.85,28.3,10.86,5.65,2.36,1.52,17.21,4.25,50.09,3.71,93.79,2.96,2.81,0.44
10475,0,M,35-44,19.04,12.35,5.28,12.26,31.44,0.01,18.71,20.24,0.89,2.11,25.6,43.6,22.95,18.36,6.45,5.84,3.14,52.24,45.46,56.01,77.32,14.82,34.41,36.87,46.59,65.75,76.2,50.8,42.38,32.5,23.24,16.82,19.71,66.59,29.52,41.12,20.56,14.51,1.41,9.73,26.04,10.69,58.7,1.39,11.65,17.2,40.79,30.36
10547,1,M,35-44,19.2,23.7,9.8,12.7,49.4,0,9.8,5.6,2.1,1.1,8.9,29.1,60.8,20.7,6.7,4.8,4.5,47,52.3,58.8,75.6,20.2,35.4,44.6,41.7,75.8,82.9,65,46.1,30.6,25,25.4,18,63,25.8,44.1,25.9,21.3,7.6,7.9,28.5,24.5,65.2,0.5,71.4,13.6,12.5,2.5
10557,1,F,55-64,3.9,4,6.9,2.8,18.2,13.4,7,29.7,0.7,6.2,30.3,40.3,17.9,17.7,3.7,0.5,2.6,47.8,47.8,28.8,50,11.4,6.4,37.3,26.5,60,88.7,74.2,60.3,35.2,25.2,9.6,14.5,49.2,19.2,29.5,22.5,10.9,1.7,3.7,5.3,2.4,33.5,1.7,25.3,33.4,32.2,9.1
10598,0,F,35-44,14.1,9.1,10.37,4.76,30.03,0.84,8.41,26.29,4.69,4.17,17.36,40.81,37.98,16.76,3.98,1.19,5.84,39.99,58.78,50.29,67.17,18.89,21.05,50.03,36.84,66.53,77.23,63.64,46.66,35.57,26.42,12.85,18.67,58.45,27.73,36.66,26.95,12.22,3.85,9.36,13.21,7.9,47.71,0.65,32.28,29.17,30.89,7.66
10692,1,F,18-24,34.5,15.6,1.5,5.4,17.2,0,20.7,4,35.5,2.8,8.8,57.2,32.8,12.3,12.4,4.8,5.9,33.7,66.1,71.3,80.3,17.3,84.4,49.1,45.9,67.1,67.9,46.8,29.1,14.8,11,23.2,16.8,71,34,48.2,27.7,12.9,20.1,5.6,29.9,16.3,72.9,0.2,64.7,25.4,8.2,1.7
10699,1,F,35-44,21.6,12.3,2.6,8.2,22.5,0,25.3,21.5,1.3,3.7,31.7,35.9,16.4,14.7,6.1,7.6,2.3,65.7,31.9,55.3,77.2,11.5,40.1,37.4,51.8,65.6,75.5,42.8,42.7,31.9,21.4,12.9,22.1,65.2,31.6,39.8,19.5,12.8,0.9,8,19.4,15.1,53.8,1.3,11.6,25.7,35,27.7
11036,1,F,18-24,34.6,15.5,1.3,5.1,13.9,0,23.4,6,34.1,3.1,13.7,61.4,22.7,10.8,9.9,4.2,7.6,27.7,72.1,71.4,80.1,19.4,83.1,52,45.3,67.1,68,50.7,32.5,18.8,11.9,19.1,17.5,73,34,48.5,24.6,12.1,17.5,6.8,23.5,18.3,69.9,0.1,63.7,25.1,9.7,1.5
11336,1,M,18-24,31,18,0.7,4.8,10.2,0,23.6,6.6,35.9,3.5,21.2,63.8,9.8,9.1,5.9,6.9,4.9,37.9,61.6,70.9,81.1,12.7,83.6,51.7,49.2,67,67.8,49.5,32.1,23.5,13.4,12.8,20,73.1,33.1,47,22.7,12.8,7.4,7.8,17.7,29.6,63.7,0.3,15,25.1,39.2,20.8
11408,0,F,65-74,0.82,3.23,1.57,1.73,4.9,82.57,2.12,1.4,0.81,0.03,21.67,39.1,28.28,27.65,5.24,0.96,2.23,48.35,46.36,18.08,56.12,3.54,1.52,17.77,17.03,52.59,89.76,73.31,59.47,22.4,14.8,13.25,13.51,38.26,10.82,26.61,13.42,12.59,1.29,0.33,12,0.99,45.46,2.44,93.53,4.06,2.15,0.26
11415,0,F,55-64,6.14,5.75,6.94,3.62,23.61,5.32,8.72,26.24,1.74,7.72,25.53,35.06,28.08,18.06,2.75,1.15,3.42,47.11,42.92,31.9,54.25,12.68,9.39,35.59,29.49,57.94,83.58,63.35,47.69,29.64,20.87,12.3,18.98,49.86,22.46,32.09,21.49,11.89,2.24,5.06,10.53,4.45,37.12,2.44,81.95,11.45,5.41,1.19
11418,0,M,45-54,6.68,5.15,7.39,4.55,18.62,19.86,7.03,25.76,3.48,4.76,28.83,45.67,14.44,14.97,2.97,0.66,3.71,45.57,49.43,38.12,58.46,15.08,9.63,42.98,28.26,61.42,82.89,66.27,52.5,31.64,20.67,9.24,16.08,51.9,20.85,31.85,19.79,11.69,2.31,3.88,6.93,4.96,37.38,2.82,62.25,17.11,16.75,3.89
11494,0,M,25-34,28.38,16.32,6.91,11.18,46.75,0.01,16.49,5.62,4.3,0.96,10.96,33.64,54.19,16.43,10.58,4.49,8.41,30.67,68.86,68.62,83.03,22.02,48.55,49.32,45.17,73.75,75.1,58.71,40.71,25.41,20.76,27.8,19.11,71.21,33.67,48.65,28.25,18.66,14.21,9.68,28.2,13.17,71.74,0.42,41.9,23.54,27.86,6.7
11579,1,F,35-44,16.9,15.2,12.8,12,47.1,0,11.8,7.7,1.6,0.8,10.4,33.2,54.7,21.4,9.9,3.9,6,41.5,57.8,58.5,77.3,17.9,31,41.3,42,73.8,76.6,66.3,44.1,29.5,24.3,25.5,19.7,62.2,25.8,41.9,24,20.4,6.2,9.9,30.9,9.3,67.9,0.6,21.8,26,40.9,11.4
11612,0,F,35-44,15.92,8.99,10.85,5.09,31.33,0.34,7.22,30.63,3.13,4.89,18.39,44.04,32.05,14.96,4.02,1.32,4.15,40.33,57.07,51.4,68,18.06,29.3,48.79,39.26,66.34,77.9,59.45,43.38,28.4,20.33,12.78,19.34,60.17,29.02,36.76,24.84,14.35,3.03,7.37,13.33,9.35,47.97,0.64,41.71,23.11,25.06,10.12
11621,1,F,65-74,2.6,6.8,0.8,4.5,3.5,65.9,2.4,0.7,5.1,0.6,18.4,45.7,14.6,26.2,3.8,0.5,1.2,59.1,22.8,24.2,55.9,8.1,3.8,21.7,26.8,54.4,86.4,62.4,46.9,18,12.5,15.8,19.8,43,18.6,34.9,12.9,10.6,5.8,0,8.1,6.3,45.3,11.7,64.7,23.7,7.9,3.7
11789,0,F,65-74,1.12,3.62,4.07,4.91,12.19,54.89,5.15,5.72,0.83,0.26,26.95,38.12,22.56,28.17,4.96,1.67,2.21,43.53,40.3,22.68,54.47,4.48,2.3,18.06,18.7,51.19,86.37,68.87,53.62,22.1,15.22,11.83,16.47,44.82,13.24,29.63,13.19,11,1.51,2.28,12.83,1.55,43.3,3.96,79.07,10.42,8.57,1.94
12023,0,O,35-44,19.11,18.06,10.45,11.36,44.1,0.03,12.39,7.27,2.27,1.47,10.17,31.06,56.93,19.06,10.28,4.68,4.69,54.62,44.31,58.14,76.44,18.11,37.46,40.4,44.67,71.77,79.49,60.32,46.34,24.56,20.17,22.06,18.11,63.17,28.72,39.44,24.4,18.73,5.02,7.29,32.11,14.48,64.72,0.75,26.8,24.34,37.97,10.89
12132,0,F,35-44,8.72,9.74,9.65,4.23,25.75,14.32,4.92,18.55,6.21,3.71,19.34,41.47,34,15.7,2.12,0.8,5.72,41.53,56.94,43.87,68.41,15.72,13.75,46.05,32.32,63.78,83.59,69.44,50.52,32.74,21.79,11.21,18.09,51.88,21.49,34.94,23.36,15.93,4.73,4.12,10.6,10.1,38.83,0.84,52.06,21.16,21.99,4.79
12289,1,M,25-34,24.7,18.8,7.5,11.6,48.2,0,9.9,4.7,7.2,1.2,4.6,33.7,60.6,18.9,10.5,6.7,6.3,45.7,53.2,68.7,84,14.6,58.5,48.3,51.7,73.5,70.4,64.1,35.6,21.6,20.4,25.9,16.2,68.4,33.7,45.5,30.1,16.8,10.5,7.2,26.4,13.5,73.4,0.7,44.9,27,22.2,5.9
12309,1,F,55-64,4.1,6,3.8,2.6,12.1,7.7,7.3,37.8,0.7,14.6,32.5,29.5,14.4,21,1.9,1.1,3.5,43.7,42.9,23.1,46.1,6.6,6.6,34.9,28,49.2,80.1,60.9,51.7,27.5,18,9.4,25.6,45.7,19.8,27,17.1,10.6,1.1,3.1,8.9,4.3,30.2,2.4,81.4,13,4.5,1.1
12325,1,F,45-54,8.7,8.8,2.9,8,24,0,29.3,11.5,0.2,4,36.6,35.8,15.8,18.9,6.3,4.2,2.3,62,31.3,41.6,67.5,7.4,18.5,28.5,38.3,61.2,82.5,62.9,53,35.1,25.1,16.1,17.5,59.6,19.5,34.2,18,13,1.3,4.7,17.5,4.8,50.4,2.6,9.5,17.1,29.7,43.7
12401,1,F,18-24,31.2,21.6,3.5,6.5,22.6,0,17.7,2.9,33.8,1.1,6.4,54.8,38.3,14.5,10.8,3,7.3,19.7,80.2,70.4,80.5,16.3,79.7,52.1,41.7,67.1,68.3,55.8,32.8,15.4,13.3,27.5,21.8,73.3,31,49.4,28,17.9,20.1,6,39.7,19,75.8,0.1,70.2,19.4,9.3,1.1
12422,0,F,35-44,18.83,16.01,9.36,6.09,32.1,0.14,8.31,30.66,3.26,5.67,18.12,41.24,36.82,16.98,3.73,1.72,4.89,26.11,73.06,54.25,69.97,21.56,29.4,54.06,37.94,68.05,72.45,55.51,40.03,23.03,18.21,16.28,22.91,65.44,30.07,39.36,26.75,13.97,4.41,7.76,15.44,20.57,51.85,0.39,79.72,11.47,7.86,0.94
12444,1,M,25-34,31.7,16.5,6,13.7,40,0,15.5,9.6,4.9,1.5,13.6,38.8,44.7,15.8,6.6,5,6.1,43.7,55.5,69.6,81.9,20.4,57.4,46.1,48.6,75.7,75.2,59.4,39.8,25.4,19.2,16.8,18.7,70.8,33.7,50.7,25.9,16.5,6.6,8,25.7,15.9,65.6,0.6,21.6,28.8,36.2,13.4
12475,1,M,25-34,56.9,89.3,21.1,4.2,52.6,0,2.7,12.6,4.1,2,3.8,14.4,80.7,23.3,1.6,7.1,12.8,19.5,80.3,71.2,75.2,58,61.8,78.6,56.8,72.8,43.1,31.2,20,11.6,11.1,31.6,56.7,61.8,49.6,55.9,37.1,45.6,33.9,14.7,50,97.1,66.7,0.2,74.3,17.2,7.2,1.2
12538,1,F,25-34,38.7,24.9,12.2,4.8,42.4,0,10.7,20.8,4.4,2.3,12.2,31.9,51.9,14.7,3.9,2.5,7.6,46.3,52.7,71.2,76.2,34.5,52.7,57.8,46.7,72.7,50.8,48,28.2,23.1,17.2,18,29.2,66.3,39.8,46.4,30.2,18.7,11.3,11.3,26.6,19.8,57.1,0.9,48.6,25.8,19.9,5.6
12567,1,F,35-44,16.9,14,9,11.7,39.9,0,15.6,10.8,1.8,1.5,14.7,35.4,46.8,20,8.6,3.9,4.4,39.9,59.1,58.2,77.5,16.7,36,40.2,42.8,71.8,78.1,65.6,46.2,28.5,21.2,21.5,18.1,65.2,28.1,41.4,22,17.7,4.1,6.9,26.7,10.4,64.6,0.7,37.5,25.1,29.6,7.9
12805,0,F,55-64,1.93,21.78,4.25,7.39,16.89,44.6,4.21,5.1,1.92,0.68,22.64,40.01,30.74,31.95,3.06,1.81,2.29,35.83,58.89,25.86,62.37,5.59,3.44,31.63,21.42,58.59,87.71,69.38,57.91,18.98,16.2,14.96,22.53,52.68,14.05,31.12,17.59,17.49,4.52,1.05,13.52,24.97,51.13,2.64,89.35,5.01,4.87,0.76
