Customer ID,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
448776,M,55-64,1.79,3.98,4.04,8.1,14.26,41.92,6.81,7.66,0.81,0.34,25.14,42.33,20.01,25.53,4.57,1.43,3.1,41.15,52.91,25.88,59.82,4.91,4.15,19.8,22.96,57.87,86.92,67.49,54.61,24.69,17.86,9.51,18.18,46.86,12.78,28.21,14.27,12.46,3.23,2.47,13.72,1.77,42.07,2.81,74.46,12.65,10.99,1.9
45891,F,45-54,8.56,5.93,10.63,6.08,31.1,0.17,10.34,33.66,0.13,3.12,29.96,43.17,20.41,17.54,4.36,1.1,3,50.64,46.39,45.39,58.6,17.74,13.42,42.47,32.58,65.82,83.15,68.99,52.62,40.48,29.57,12.88,16.61,55.81,20.98,31.13,23.38,14.69,2.12,6.43,10.65,3.85,43.26,2.35,33.62,28.17,29.42,8.79
651160,F,65-74,1.17,2.25,1.65,0.6,3.44,85.94,1.8,4.59,1.08,0.12,23.53,29.24,26.97,26.89,2.38,0.48,3.41,52.55,40.16,17.93,44.53,5.09,1.18,23.11,17.2,51.15,85.11,64.43,51.22,24.49,18.49,10.37,18.34,36.78,14.91,26.8,17.51,8.12,1.26,0.89,8.08,0.87,32.85,3.92,94.17,3.8,1.86,0.17
247183,F,45-54,8.69,6.49,8.88,3.12,22.11,8.37,6.14,20.12,8.25,6.46,16.87,38.29,37.82,17.19,4,0.99,4.06,50.12,46.39,40.33,60.61,17.85,14.36,39.66,30.9,62.37,81.71,61.56,46,24.84,18.31,13.04,18.29,50.89,25.72,34.07,23.6,13.33,4.55,5.03,12.84,4.81,42.74,1.3,48.64,20.47,24.69,6.19
180684,M,75+,7.69,9.2,17.91,3.99,36.92,8.07,2.47,8.45,11.26,1.85,7.13,32.75,59.01,20.53,4.37,1.23,4.28,39.52,57.66,43.44,61.23,22.37,12.88,42.22,27.62,65.17,78.05,69.39,42.36,26.02,20.19,20.71,16.38,48.89,22.59,36.88,26.8,17.25,5.62,5.53,19.78,4.7,49.59,1.33,74.25,10.1,12.01,3.64
207133,F,18-24,19.36,13.55,7.43,6.66,22.01,3.01,8.83,17.25,14.65,10.12,15.57,38.08,39.21,14.49,4.2,2.08,3.43,53.26,36.33,47.26,55.3,29.34,27.39,47.68,39.2,60.33,68.85,36.61,33.62,21.56,15.34,13.43,20.66,52.69,33.01,41.48,22.75,12.42,5.1,6.98,18.73,14.31,45.32,3.11,52.17,18.19,16.81,12.84
995351,F,45-54,4.81,8.34,7.43,11.24,42.47,0.09,14.81,11.81,0.13,1.61,17.87,41.16,37.46,22.37,8.43,5.08,2.81,54.32,43.88,46.88,70.57,8.9,16.53,30.73,34.45,66.93,82.83,73.83,52.22,37.15,28.19,18.34,15.18,55.03,18.41,33.33,21.67,17.2,2.34,7.06,19.72,3.77,58.04,1.24,30.81,31.28,29.52,8.39
59718,F,18-24,46,14.55,3.13,3.32,14.79,0.02,13.82,23.07,34.22,5.82,13.01,66.95,17.26,8.43,3.98,1.4,7.25,28.12,71.58,71.25,72.47,28.65,84.47,64.08,46.15,65.98,64.38,48.44,29.96,20.78,13.54,11.85,19.51,70.71,40.13,46.55,29.89,12.13,9.4,7.47,17.44,21.33,56.48,0.2,95.84,2.77,1.23,0.17
752057,O,45-54,4.81,7.15,5.18,10.14,29.19,0.8,12.42,14.45,1.09,1.49,19.74,47.86,23.47,21.08,5.82,3.24,1.8,56.88,35.79,40.9,70.66,7.72,15.81,26.95,32.59,63.13,79.24,63.73,44.38,29.6,23,12.59,18.59,54.44,19.56,34.69,19.35,12.71,1.6,6.3,17.22,4.07,52.59,3.64,45.66,22.39,24.99,6.96
734010,M,45-54,8.16,8.89,7,3.17,12.28,39.85,4.03,16.6,3.12,6.02,24.83,27.17,31.62,20.78,2.43,0.96,2.24,52.33,41.11,28.52,48.59,16.84,7.51,39.38,33.25,50.64,76.46,56.61,43.95,23.26,16.21,12.37,22.81,46.13,26.74,35.5,16.23,9.27,3.77,3.44,8.53,8.59,35.79,1.31,62.24,17.61,14.54,5.61
394200,F,55-64,6.11,18,15.17,4.23,26.39,16.23,3.8,19.49,1.01,5.37,19.54,29.45,44.89,24.45,2.49,1.26,3.63,39.97,57.85,31.03,45.67,22.4,6.73,41.82,31.51,61.17,83.58,70.58,52.26,29.95,22.55,14.08,21.79,44.13,23.57,34.58,23.64,17.38,2.31,4.19,13.46,14.31,37.89,1.38,20.25,40.18,33.83,5.74
327811,M,55-64,2.29,5.08,4.07,8.55,18.62,5.48,16.33,14.42,0.32,2.31,34.1,37.3,15.43,29.35,7.64,1.65,2.42,46.1,47.62,23.66,61.34,5.87,5.15,19.18,25.75,61.34,87.84,63.77,56.56,23.57,19.96,11.87,17.68,49.51,13.74,26.41,16.77,10.58,1.1,2.65,14.09,2.36,45.16,3.96,78.36,11.72,8.37,1.55
534870,F,55-64,6.33,9.4,10.36,11.97,32.78,2.63,9.69,5.65,0.75,1.29,17.63,35.45,43.25,26.59,9.08,3.21,2.61,46.42,50.13,38.15,60.81,16.32,11.55,25.1,34.72,65.84,87.23,66.54,50.15,26.61,22.12,19.2,15.92,50.74,20.32,38.54,19.89,15.24,3.03,3.62,26.28,4.36,55.22,2.08,37.99,23.04,30.43,8.54
400066,F,75+,4.95,5.32,8.01,3.1,19.29,29.25,6.52,16.19,11.02,2.16,16.14,40.44,34.75,20.48,4.9,0.98,3.45,36.1,53.05,33.05,55.44,11.26,6.37,31.59,24.75,57.08,72.95,54.63,41.18,22,16.31,12.74,21.84,54.46,21.13,32.53,21.19,12.61,3.11,5.07,18.16,2.04,43.73,3.16,88.78,6.29,4.02,0.92
85716,M,65-74,0.8,2.76,1.81,2.52,5.91,79.2,2.52,2.1,0.52,0.03,28.05,41.5,17.21,26.64,4.4,0.9,1.74,55.57,31.55,17.61,55.35,3.6,1.18,16.88,16.25,53.26,91,70.94,59.42,28.25,19.45,10.57,12.94,38.27,10.69,28.39,12.46,10.7,0.64,0.67,10.21,0.93,42.26,7.22,94.42,3.23,2.02,0.32
22669,M,55-64,5.29,8.21,4.85,7.8,22.78,7.49,7.87,4.61,3.72,1.05,17.67,38.52,39.34,21.5,6.39,2.72,3.53,48.24,49.08,38.68,68.38,9.68,11.77,26.97,28.71,65.52,84.76,63.6,50.32,22.21,17.49,14.01,14.87,52.81,18.24,36.67,19.31,13.52,3.93,3.41,19.3,5.02,51.59,1.54,61.43,15.3,19.26,4.01
714760,F,18-24,36.65,51.88,16.1,6.13,34.76,0.02,8.24,21,7.07,3.84,9.23,31.71,56.32,16.41,5.77,3.73,6.41,36.15,62.23,62.59,64.74,41.16,49.97,58.32,50.21,68.47,16.6,23.37,16.32,11.36,9.11,14.84,32.61,63.72,41.7,47.23,28.39,15.03,10.94,9.64,49.91,24.13,52.68,0.58,74.48,15.08,8.61,1.83
144972,M,35-44,16.66,12.2,6.53,15.54,34.06,0.02,16.19,14.33,1.5,1.49,19.41,43.17,32.39,16.83,7.18,5.14,4.19,49.56,49.18,57.87,76.2,14.3,36.02,40.86,47.1,71.81,81.36,65.06,47.51,34.95,24.71,13.84,16.32,65.91,30.07,40.59,22.11,15.73,2.3,8.33,17.16,12.9,58.71,1.01,14.28,27.24,43.83,14.64
472360,F,45-54,4.51,5.21,4.25,9.19,20.03,5.23,12.75,9.64,2.29,1.16,27.22,44.21,20.62,22.08,6.94,2.05,2.74,42.23,54.7,38.16,71.16,7.03,9.39,25.83,28.55,62.71,84.38,64.22,51.01,24.09,17.28,14.26,16.06,57.19,18.22,34.74,18.35,11.84,3.78,3.89,15.04,3.26,52.27,1.59,61.93,17.54,16.07,4.45
968637,F,18-24,8.42,9.2,4.87,7.48,25.34,0.73,9.31,4.19,9.48,0.58,12.99,44.66,39.58,18.28,8.77,2.49,4.33,42.26,56.14,47.84,74.58,10.6,33.52,33.99,34.47,68.11,82.51,68.53,48.37,30.78,23.08,16.47,13.02,59.54,29.31,37.78,21.58,14.1,3.81,4.42,19.89,4.44,61.49,0.8,45.78,18.03,26.51,9.68
259303,M,35-44,7.16,8.14,5.73,9.21,28.99,0.87,12.57,5.5,4.32,1.14,15.23,37.42,43.59,21.85,7.27,2.95,3.03,46.69,51.64,45.78,71.18,11.35,19.89,31.41,31.79,65.56,84.27,67.22,48.84,24.2,19.11,19.7,17.64,56.98,19.14,35.73,20.51,15.01,8.04,4.59,18.14,5.1,56.51,1.04,50.99,20.79,21.72,6.5
53850,F,45-54,4.9,6.75,3.75,5.28,21.97,1.17,14.04,8.55,0.86,2.25,33.01,35.88,20.69,21.52,5.72,3.55,3.46,42.08,53.8,35.51,67.16,8.86,9.08,27.75,30.81,56.74,85.49,63.95,52.77,27.55,20.02,18.91,16.7,53.96,18.6,33.86,17.29,12.5,2.61,3.85,13.8,4.5,50.5,1.27,48.99,20.23,22.18,8.6
712103,M,25-34,34.59,18.19,9.19,4.35,42.69,0.01,12.42,20.86,4.26,2.75,13.25,34.94,48.23,13.5,4.82,3.09,6.14,38.52,60.53,69.66,76.08,34.94,51.99,58.97,46.46,72.67,60.88,46.02,30.69,25.55,19.22,21.24,23.9,69.38,39.82,46.48,32.16,16.77,10.44,12.48,20,17.22,56.94,0.72,42.97,21.92,23.15,11.96
917554,F,45-54,19.56,19.72,20.64,4.93,41.9,0.4,4.93,14.08,2.22,4.75,8.82,23.1,66.45,22.3,6.65,2.14,6.28,23.71,75.76,47.45,64.3,34.28,22.15,47.12,44.02,65.5,69.25,51.56,34.28,19.41,16.92,26.71,25.91,52.58,32.6,43.29,23.16,12.67,13.1,6.72,24.41,16.78,53.54,0.15,59.31,20,17.52,3.17
882146,F,18-24,21.34,22.98,8.59,6.96,36.43,0.04,8.54,2.53,22.19,0.5,2.3,30.18,66.9,21.39,17.81,5.89,5.48,47.95,51.53,66.24,83.21,28.76,49.57,42.49,44.38,67.43,66.44,52.53,33.29,18.43,17.91,26.32,18.72,69.56,35.08,46.91,29.69,19.52,20.22,9.67,45.06,8.29,76.81,0.28,40.29,23.11,25.84,10.76
299961,M,55-64,2.58,4.51,2.85,5.23,15.59,2.45,15.73,17.31,0.31,4.25,36.14,33.73,8.54,21,5.77,2.18,1.47,60.01,32.43,28.06,59.45,6.51,6.49,21.26,26.04,59.56,87.09,67.77,56.44,27.76,20.63,10.22,17.62,50.92,15.4,29.36,15.97,9.43,1.08,4.23,10.02,2.24,42.48,2.4,63.63,19.7,13.89,2.79
798739,F,55-64,6.72,5.32,8.11,3.28,19.57,23.33,4.25,22.03,3.87,4.73,24.16,43.29,22.54,15.16,2.84,0.73,3.55,45.91,50.08,36.52,58.2,16.67,10.46,39.22,28.14,60.93,84.02,65,50.06,28.01,19.86,9.15,16.51,50.24,24.13,34.71,21.37,11.78,2.78,4.33,8.7,4.73,36.71,1.65,61.85,15.34,18.19,4.62
682039,M,45-54,9.86,25.77,14.81,15,42.3,0.12,8.7,6.94,0.18,1.59,17.75,30.3,49.82,26.86,7.53,6.28,3.39,46.58,51.87,47.19,64.06,19.45,18.74,35.93,40.22,69.03,77.72,67.85,50.15,28.23,24.45,19.93,18.16,55.63,22.97,40.65,22.08,19.96,3.97,7.55,33.84,14.11,58.71,1.1,35.45,24.13,34.23,6.2
773549,M,65-74,0.83,4.25,2.24,1.88,6.75,80.75,1.67,0.56,1.59,0.02,11.34,31.53,53.53,34.78,7.01,1.14,2.42,48.59,46,17.45,57.79,3.54,1.17,15.28,15.95,55.13,88.29,70.24,50.8,15.8,15.68,22.04,16.32,39.33,10.69,29.01,16.47,14.08,1.83,0.67,21.61,0.96,53.32,3.04,97.22,1.63,0.95,0.2
933624,M,75+,0.88,2.24,1.41,0.36,1.82,91.98,0.23,1.44,2.46,0.02,19.74,37.01,19.59,22.04,1.79,0.33,1.47,41.83,22.58,13.46,33.45,4.23,0.86,19.33,12.94,38.4,84.41,61.43,45.49,18.53,10.02,6.22,16.02,31.7,14.91,26.78,9.86,6.98,0.43,0.35,6.73,2.06,25.14,8.15,98.84,0.77,0.34,0.05
966620,M,25-34,49.23,44.48,10.47,7.12,45.14,0,9.79,2.71,9.72,1.7,6.41,20.93,71.19,17.42,9,13.83,6.08,54.27,44.95,69.6,76.71,34.61,64.79,51.38,57.79,68.11,50.43,48.14,28.7,18.6,17.42,31.62,23.87,65.33,44.71,54.93,28.19,19.07,14.63,13.89,49.71,27.79,72.7,0.44,13.85,28.64,37.87,19.65
310456,F,35-44,21.32,10.57,2.52,8.62,24.21,0.01,27.07,17.76,1.28,3.2,31.88,37.41,17.17,13.88,6.33,6.72,2.75,63.22,32.71,54.36,76.71,10.24,39.92,39.34,52.45,64.74,79.11,49.63,44.39,38.62,25.63,14.31,18.34,65.35,31.56,39.17,19.86,12.72,1.11,10.4,15.31,12.57,54.51,1.64,6.54,16.64,39.65,37.16
696788,F,18-24,7.23,11.68,7.68,9.32,37.25,0.76,9.33,4.36,5.75,0.88,11.95,39.92,46.55,21.92,8.83,3.63,5.04,32.12,67.16,48.77,74,13.84,18.5,35.26,32.6,66.37,82.34,65.11,46.3,26.09,20.87,22.84,15.42,59.03,21.75,38.85,23.06,17.06,6.61,6.14,22.75,6.87,62.23,0.49,47.14,19.73,25.33,7.8
414968,O,35-44,27.04,11.29,10.02,4.75,29.81,0.03,9.36,36.58,1.16,3.08,21.87,44.35,26.77,14.01,3.37,1.83,4.24,42.46,55.92,56.44,69.4,26.97,34.6,53.62,45.55,64.91,75.96,55.35,42.21,36.17,26.2,15.68,21.63,65.41,35.31,40.21,25.72,15.68,2.33,10.38,14.97,13.16,48.07,1.09,15.72,18.13,37.34,28.81
182491,F,55-64,9.15,7.79,15.41,4.62,30.98,2.3,5,26.09,2.23,3.42,15.3,40.03,41.19,19.63,4.13,0.69,3.84,30.68,67.94,44.4,60.67,22.1,15.89,44.6,29.69,67.24,82.5,68.79,50.78,30.01,22.59,13.91,19.58,53.72,22.1,35.55,24.46,16.7,4.08,4.06,14.25,5.19,46.13,0.88,63.87,13.67,17.67,4.79
109077,M,45-54,9.67,7.43,8.8,4.24,16.89,0.37,8.4,43.91,0.73,6.74,26.26,42.07,21.45,20.85,3.39,0.94,3.27,40.27,56.96,45.25,61.21,18.65,14.85,43.37,31.81,65.54,75.82,59.05,47.25,26.93,24.75,9.72,24.54,56.53,24.25,36.39,23.79,9.64,2.59,8.83,12.5,6.1,42.28,1.82,38.42,22.51,30.04,9.02
732464,O,25-34,25.42,22.76,20.89,5.33,43.8,0.2,4.32,12.11,4.67,4.46,6.38,23.44,68.91,20.79,5.73,3.01,8.43,32.34,67.06,57.05,71.42,47.82,28.84,51.88,43.99,63.16,66.16,49.73,31.7,16.04,14.95,26.81,24.62,51.34,36.15,47.44,30.98,20.04,26.11,8.03,32.54,19.48,56.55,0.37,64.18,17.87,15.24,2.71
231117,F,45-54,3.54,5.25,4.23,7.4,16.84,22.46,6.95,5.77,2.52,0.78,22.64,41.61,27.13,23.12,4.8,1.79,2.91,51.86,42.16,31.85,64.51,5.8,7.69,21.9,28.03,62.12,86.72,67.56,50.79,22.61,16.62,11.18,15.81,49.85,16.36,33.22,16.39,12.33,1.88,2.52,16,3.21,46.5,2.38,64.18,16.95,15.61,3.26
882555,O,35-44,11.1,17.38,3.71,7.38,23.84,0.03,19.77,11.6,4.32,3.84,23.26,39.56,29.88,19.72,5.71,5.62,3.39,53.4,43.18,51.83,76.76,10.13,30.07,41.55,41.78,67.68,71.46,58.47,43.87,24.64,16.82,22.32,20.7,63.35,27.24,38.78,20.38,14.73,4.43,3.86,22.23,13.74,60.68,0.89,42.95,30.93,19.6,6.52
561433,O,25-34,34.43,16.34,7.27,6.76,42.89,0.02,5.1,28.43,4.74,2.04,6.29,40.95,50.02,14.64,3.58,3.03,6.5,42.34,56.35,69.38,75.54,31.77,58.13,57.52,48.03,72.64,64.81,44.09,26.24,31.49,23.93,14.59,21.91,65.23,39.82,45.74,33.21,16.95,6.68,12.38,21.91,18.25,59.04,1.04,39.19,26.02,27.73,7.06
138936,F,25-34,9.86,8.76,4.52,15.9,29.98,0.05,16.81,19.06,1.26,2.42,19.29,39.07,35.6,21.86,9.88,6.85,6.66,33.95,64.62,51.97,81.45,8.55,27.35,32.89,47.26,62.1,75.51,50.11,40.28,20.52,15.34,13.1,18.26,60.89,26.91,35.32,23.11,13.89,4.09,7.52,19.67,7.68,58.52,0.42,54.39,30.37,11.63,3.61
844596,O,25-34,34.37,15.21,7.59,5.37,32.63,0.02,7.28,37.46,4.02,3.1,11.97,49.29,32.18,11.39,3.4,2.91,5.18,50.22,48.34,68.78,77.86,26.21,58.82,60.57,50.93,72.52,57.21,51.77,30.99,28.89,20.9,11.01,22.37,68.88,39.82,44.34,30.59,14.25,4.84,11.55,14.97,15.7,54.09,1,39.92,33.16,20.52,6.41
210671,F,55-64,3.56,5.28,11.49,3.73,21.23,38.67,3.37,14.47,1.58,0.93,21.14,41.63,30.48,20.78,2.83,0.49,3.29,44.08,49.08,29.86,51.85,11.63,4.54,34.76,23.7,58.4,85.87,73.17,53.64,30.01,21.3,11.4,16.8,43.36,17.45,28.96,19.48,13.57,2.73,2.47,9.44,3.44,37.02,3.82,76.7,10.21,10.79,2.3
934959,F,55-64,4.93,9.82,3.91,7.52,18.39,4.95,12.05,7.28,2.68,1.19,28.62,41.53,20.16,22.05,6.43,2.66,3.23,50.51,43.21,32.64,69.75,7.87,11.04,25.01,29.98,62.21,77.74,58.21,49.71,24.95,17.52,11.62,16.78,53.5,18.72,31.51,16.42,11.57,1.95,2.73,22.16,4.91,48.84,3.03,66.64,13.99,15.01,4.37
406776,F,18-24,17.3,22.14,7.55,10.36,30.65,0.18,11.91,4.55,6.19,1.63,13.29,38.1,45.75,19.3,9.87,6.72,3.8,44.34,52.31,53.92,68.38,24.02,33.91,36.51,42.59,68.58,69.58,51.4,38.99,22.12,18.02,20.07,17.28,58.47,28.63,46.3,22.47,14.61,5.15,6.03,38.26,12.13,61.49,1.38,60.72,15.13,18.91,5.24
757555,F,75+,0.94,1.53,1.82,0.69,2.41,90.44,0.35,2.89,1.04,0.05,24.37,36.61,10.77,19.7,1.66,0.33,1.58,45.88,22.24,14.37,35.31,4.79,0.91,17.1,13.41,40.82,83.66,56.59,43.26,17.61,9.63,4.71,15.89,30.2,14.91,27.06,9.62,6.25,0.28,0.65,6.5,1.55,22.15,9,98.49,1,0.45,0.06
550807,M,35-44,27.19,18.44,18,5.76,46.82,0.08,4.75,14.56,2.42,1.74,8.27,33.14,57.42,14.09,3.94,1.47,6.12,37.56,61.62,58.45,68.3,29.21,36.17,58.45,43.21,74.88,79.76,65.12,46.3,34.97,27.65,18.71,18.24,61.64,31.17,41.83,30.3,20.41,5.39,7.46,19.8,19.76,52.01,0.68,54.22,19.08,21.96,4.74
638510,F,45-54,8.29,12.28,10.66,8.34,25.3,1.51,8.32,22.68,5.34,7.27,9.83,53.74,30.98,16.79,6.36,2.22,2.76,58.13,35.81,44.06,59.39,14.16,16,43.66,34.29,64.6,61.82,50.58,41.48,26.47,21.48,9.72,20.02,58.18,22.72,31.77,22.36,15,1.96,7.77,23.81,3.43,47.55,3.6,36.04,12.12,21.95,29.89
962433,M,55-64,8.83,8.12,8.41,3.58,20.5,1.91,9.82,32.18,2.64,7.84,27.05,38.53,25.54,18.7,3.47,1.11,4.99,31.07,66.36,45.5,62.82,20.96,14.59,46,31.3,64.8,78.98,58.94,48.81,26.04,19.75,13.8,20.62,59.14,25.49,36.23,23.99,13.31,5.02,5.7,10.29,7.63,41.17,1.24,56.05,17.82,22,4.14
905644,F,45-54,9.45,8.39,18.41,5.55,34.67,5,4.17,16.23,1.43,4.32,14.98,34.59,47.24,18.74,5.03,1.41,2.94,45.59,52.33,38.53,51.52,26.95,11.45,43.14,34.12,64.62,81.12,66.96,46.36,28.38,22.72,17.29,15.62,46.65,25.43,37.97,25.52,14.12,6.31,6.76,13.78,5.01,44.39,1.23,63.7,14.43,18.22,3.65
230320,F,35-44,8.98,8.35,1.42,3.6,11.39,0.39,15.87,9.41,2.88,3.82,31.33,32.11,15.45,17.99,5.74,4.06,2.42,62.95,24.67,37.41,66.17,7.98,19.31,26.04,34.2,53.31,75.58,47.26,43.91,23.55,15,13.51,20.32,55.03,23.36,35.44,15.5,9.66,2.17,2.93,20.39,5.22,49.44,2.14,38.97,24.77,24.06,12.2
60312,O,18-24,20.93,51.1,10.01,4.44,29.68,0.24,4.46,26.95,20.07,3.28,6.25,29.9,60.99,22.86,1.75,2.43,10.35,19.92,79.24,55.17,68.08,23.91,34.66,64.82,38.93,69.05,58.28,43.7,29.94,15.39,12.16,15.81,38.97,62.27,29.85,40.66,30.86,28.01,19.03,8.09,25.76,66.99,56.27,0.39,82.78,10.99,5.5,0.73
585359,O,45-54,8.43,6.16,9.08,7.54,25.89,0.25,7.13,42.69,0.12,3.67,27.15,43.31,22.41,17.32,2.83,1.45,3.93,42.82,54.77,46.84,59.81,15.68,16.09,46.29,33.81,65.64,83.18,68.91,52.21,38.58,27.07,10.3,18.45,56.71,22.72,32.24,22.38,15.63,2.35,9.45,9.96,5.26,40.45,1.53,38.81,27.05,28.91,5.23
548791,M,25-34,6.29,6.39,4.77,9.83,25.06,1.24,12.95,11.12,2.81,2.62,20.04,38.38,34.5,22.04,8.7,3.19,3.96,49.27,47.71,42.79,77.24,11.18,15.89,26.81,34.51,57.52,81.9,57.25,45.36,18.71,14.32,14.84,16.16,54.32,23.3,34.85,20,12.07,6.04,4.51,19.04,4.25,55.07,0.98,71.79,16.39,9.69,2.13
973031,O,55-64,7.92,7.08,6.2,4.11,21.9,4.45,8.38,27.86,2.77,7.62,25,37.01,26.63,17.53,2.59,1.14,2.85,48.29,44.05,38.08,56.01,14.19,11.76,39.32,30.54,63.14,82.13,57.26,45.96,29.78,20.63,11.14,19.32,52.75,22.79,34.23,22.24,12.65,1.82,5.5,10.81,6.96,37.63,2.81,49.06,26.84,18.58,5.52
152558,F,25-34,38.67,17.67,8.37,3.78,28.63,0.01,10.03,35.46,4.89,4.42,19.58,38.29,33.7,13.3,3.21,2.27,5.97,44.65,54.45,69.42,76.72,31.99,52.96,61.03,47.94,72.67,60.46,47.75,32.83,21.13,16.63,15.71,27.39,66.96,39.82,45.79,27.48,13.8,8.28,8.61,16.75,22.43,55.02,0.66,42.01,28,23.2,6.8
568096,M,65-74,3.42,4.26,6.61,3.96,12.76,50.04,3.28,18.53,1.29,1,24.5,42.74,19.17,19.03,1.99,0.57,2.97,42.14,50.79,29.13,52.19,10.74,5.28,33.01,23.46,57.38,84.96,66.05,52.68,26.2,17.96,7.19,18.75,46.84,19.01,30.56,17.27,11.4,1.87,2.45,8.25,3.51,30.19,3.05,78.66,9.62,9.55,2.17
189054,M,35-44,16.67,15.28,11.62,11.74,47.3,0.02,11.06,7.51,1.76,0.84,11.16,33.67,53.44,17.4,9.3,5.52,5.36,37.29,62.04,58.34,76.48,16.97,35.48,42.58,44.93,71.89,79.05,68.96,47.79,33.49,25.18,19.58,17.61,62.97,30.07,41.61,24.9,19.81,5.24,8.79,23.73,11.45,62.95,0.51,21.58,25.19,39.36,13.87
181841,M,25-34,35.37,25.75,11.29,6.52,34.9,0.05,11.14,20.1,4.93,5.29,13.56,34.09,48.84,12.89,4.61,2.86,7.35,44.76,54.34,65.51,70.39,38.72,48.32,62.06,52.28,65.75,64.92,41.73,34.1,24.59,18.31,19.1,23.5,61.25,40.04,44.86,28.26,16.47,11.79,10.23,21.02,32.33,53.05,0.49,39.42,24.7,26.03,9.86
520496,F,65-74,2.59,6.01,6.42,5.64,19.97,29.96,5.06,2.55,3.45,0.33,15.66,38.63,42.29,27.37,7.09,1.53,2.45,42,54.34,33.21,66.12,9.31,5.82,22.45,23.19,60.81,87.06,68.82,51.01,20.32,16.63,18.91,16.73,49.35,16.42,34.43,17.88,15.15,3.86,1.75,18.69,3,52.03,2.32,94.32,3.29,2.23,0.16
250820,M,18-24,29.3,24.39,2,5.46,19.1,0.02,20.2,5.79,20.36,2.9,10.66,30.11,56.34,16.04,8.48,12.56,6.39,58.15,40.74,68.07,78,19.62,64.51,43.3,44.49,72.63,64.64,34.09,32.43,17.7,12.35,19.19,20.07,65.74,29.1,46.71,24.43,15.26,10.75,13.46,43.01,21.72,66.42,0.58,19.13,40.17,33.77,6.93
443552,O,35-44,17.04,19.11,7,8.45,38.39,0.05,15.47,3.73,9.52,1.12,10.11,36.94,51.84,19.82,10.53,4.48,3.58,39.48,59.02,63.03,78.68,18.49,44.63,42.57,40.31,71.94,75.02,60.16,41.61,22.16,18.77,27.64,18.17,67.52,26.37,44.84,25.93,17.85,6.2,5.54,31.49,12.59,67.67,0.99,46.64,22.22,26.35,4.78
434744,M,75+,4.28,5.71,6.94,3.43,16.05,24.52,7.01,24.54,2.18,4.31,30.12,37.87,17.01,19.4,2.99,0.72,3.32,39.37,41.82,24.54,50.27,10.46,5.78,33.97,23.92,52.98,79.22,59,49.07,26.58,18.83,9.39,19.53,48.32,20.6,28.33,16.94,9.72,1.72,3.47,10.36,3.98,34.43,4.71,97.18,1.87,0.83,0.12
194851,M,55-64,4.06,7.57,6.61,10.39,22.05,6.04,13.37,9.05,0.4,3.04,29.76,35.94,22.52,26.79,7.37,2.79,1.69,52.37,41.93,30.03,56.43,11.11,7.5,21.15,32.49,60.92,87.18,68.59,53.06,23.86,20.11,13.94,16.87,49.98,19.13,35.12,17.42,11.18,1.4,3.34,16.24,3.65,46.57,2.7,73.02,14.52,10.56,1.91
223137,M,65-74,6.75,9.84,12.07,3.62,30.49,8.73,4.5,13.2,8.55,4.11,12.62,33.71,50.98,20.76,3.47,1.38,4.39,39.96,55.51,40.74,60.23,17.44,11.74,42.77,28.6,63.81,81.64,65.78,45.32,26.83,19.68,19.28,17.54,50.07,21.62,34.83,24.66,16,4.25,5.19,14.98,7.59,45.97,1.53,73.16,12.42,11.46,2.95
787394,F,55-64,3.49,7.02,5.81,9.36,28,0.77,15.23,13.74,0.36,2.28,31.04,41.23,20.57,23.88,6.57,2.93,2.33,44.24,50.19,37.79,65.61,9.64,9,27.97,27.83,63.38,85.63,68.55,55.17,29.65,23.19,16.09,16.13,55.88,16.93,33.54,18.41,13.11,2.51,4.94,15.36,3.6,51,2.7,70.56,13.2,13.16,3.08
